ASV	SOT22-A-t0-euk	SOT22-B-t0-euk	SOT22-C-t0-euk	SOT22-P1-t1-euk	SOT22-P1-t2-euk	SOT22-P1-t3-euk	SOT22-P1-t4-euk	SOT22-P1-t5-euk	SOT22-P1-t6-euk	SOT22-P1-t7-euk	SOT22-P1-t8-euk	SOT22-P1-t9-euk	SOT22-P10-t1-euk	SOT22-P10-t2-euk	SOT22-P10-t3-euk	SOT22-P10-t4-euk	SOT22-P10-t5-euk	SOT22-P10-t6-euk	SOT22-P10-t7-euk	SOT22-P10-t8-euk	SOT22-P10-t9-euk	SOT22-P11-t1-euk	SOT22-P11-t2-euk	SOT22-P11-t3-euk	SOT22-P11-t4-euk	SOT22-P11-t5-euk	SOT22-P11-t6-euk	SOT22-P11-t7-euk	SOT22-P11-t8-euk	SOT22-P11-t9-euk	SOT22-P12-t1-euk	SOT22-P12-t2-euk	SOT22-P12-t3-euk	SOT22-P12-t4-euk	SOT22-P12-t5-euk	SOT22-P12-t6-euk	SOT22-P12-t7-euk	SOT22-P12-t8-euk	SOT22-P12-t9-euk	SOT22-P2-t1-euk	SOT22-P2-t2-euk	SOT22-P2-t3-euk	SOT22-P2-t4-euk	SOT22-P2-t5-euk	SOT22-P2-t6-euk	SOT22-P2-t7-euk	SOT22-P2-t8-euk	SOT22-P2-t9-euk	SOT22-P3-t1-euk	SOT22-P3-t2-euk	SOT22-P3-t3-euk	SOT22-P3-t4-euk	SOT22-P3-t5-euk	SOT22-P3-t6-euk	SOT22-P3-t7-euk	SOT22-P3-t8-euk	SOT22-P3-t9-euk	SOT22-P4-t1-euk	SOT22-P4-t2-euk	SOT22-P4-t3-euk	SOT22-P4-t4-euk	SOT22-P4-t5-euk	SOT22-P4-t6-euk	SOT22-P4-t7-euk	SOT22-P4-t8-euk	SOT22-P4-t9-euk	SOT22-P5-t1-euk	SOT22-P5-t2-euk	SOT22-P5-t3-euk	SOT22-P5-t4-euk	SOT22-P5-t5-euk	SOT22-P5-t6-euk	SOT22-P5-t7-euk	SOT22-P5-t8-euk	SOT22-P5-t9-euk	SOT22-P6-t1-euk	SOT22-P6-t2-euk	SOT22-P6-t3-euk	SOT22-P6-t4-euk	SOT22-P6-t5-euk	SOT22-P6-t6-euk	SOT22-P6-t7-euk	SOT22-P6-t8-euk	SOT22-P6-t9-euk	SOT22-P7-t1-euk	SOT22-P7-t2-euk	SOT22-P7-t3-euk	SOT22-P7-t4-euk	SOT22-P7-t5-euk	SOT22-P7-t6-euk	SOT22-P7-t7-euk	SOT22-P7-t8-euk	SOT22-P7-t9-euk	SOT22-P8-t1-euk	SOT22-P8-t2-euk	SOT22-P8-t3-euk	SOT22-P8-t4-euk	SOT22-P8-t5-euk	SOT22-P8-t6-euk	SOT22-P8-t7-euk	SOT22-P8-t8-euk	SOT22-P8-t9-euk	SOT22-P9-t1-euk	SOT22-P9-t2-euk	SOT22-P9-t3-euk	SOT22-P9-t4-euk	SOT22-P9-t5-euk	SOT22-P9-t6-euk	SOT22-P9-t7-euk	SOT22-P9-t8-euk	SOT22-P9-t9-euk
ASV_00031	100	104	102	109	137	19	14	8	2	0	3	5	996	52	22	3	0	0	0	0	0	1031	68	4	3	1	0	0	0	0	792	117	6	1	1	0	0	0	0	47	56	30	2	0	0	0	0	0	208	79	15	0	0	0	0	0	0	78	89	11	2	0	0	0	0	0	157	49	26	1	0	1	0	0	0	83	63	11	1	0	1	0	0	0	82	79	31	1	0	0	0	0	0	62	51	6	0	0	0	0	0	0	42	93	16	2	4	0	0	0	0
ASV_00032	2376	2084	1177	8081	3586	1479	715	415	24	2	11	0	10189	2577	4601	56	1	0	2	1	0	13485	3501	2563	410	4	0	4	0	0	11734	3164	1581	420	259	117	0	210	235	3741	2996	3595	111	6	4	13	46	0	6262	2792	2328	169	90	124	76	22	0	5078	2701	4856	197	125	233	55	57	6	5948	1871	5194	419	9	6	19	211	15	4692	2499	2920	1458	0	0	11	6	0	7868	3711	3849	110	0	3	0	0	0	5535	2651	3895	118	18	46	118	0	816	3007	3827	2620	270	2	2	0	1	1
ASV_00033	30	11	107	25	28	120	1398	1690	461	1506	3349	3840	146	14	19	34	354	238	412	999	1498	67	23	66	591	4682	1094	616	52	340	119	25	418	6352	4414	2376	12	3118	5891	23	0	50	21	174	436	251	781	752	11	41	103	666	7047	6319	3219	2648	4223	16	18	119	4827	2509	1122	10171	8196	5578	38	12	9	16	260	848	866	25637	725	56	10	24	21	95	386	1021	0	1530	37	54	126	730	1112	81	148	3	2497	42	19	116	845	9826	3174	3396	4	2748	24	8	110	590	5015	8610	2073	3794	1688
ASV_00034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00035	2	3	3	1	0	4	0	0	0	0	3	0	9	0	6	10	10	0	0	0	0	0	4	6	4	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	13	7	3	0	0	4	0	1	0	23	0	0	0	0	0	0	13	5	15	0	0	0	0	0	0	2	0	0	0	27	1	2	6	0	0	1	0	12	2	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	10	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0
ASV_00036	1862	1601	1088	4092	2039	925	0	0	0	1	1	0	8015	1181	3469	2917	1936	492	277	107	38	9363	2236	1599	1761	164	3	0	0	0	12521	4850	4706	69	0	0	0	0	0	2155	2326	6321	5739	4591	1179	319	258	147	3388	3593	2960	447	44	12	0	0	2	4222	3146	7124	243	0	0	0	0	0	5252	1691	5222	519	822	8	0	0	0	3174	1338	4466	4505	1042	116	10	0	2	5847	3065	116	0	2	0	0	7	0	4683	3576	5090	4276	838	128	359	0	421	2083	3213	2762	1269	0	0	4	0	0
ASV_00037	955	725	666	2335	1597	518	1862	546	40	39	17	9	6098	1040	1524	884	1751	1032	1758	969	426	6926	1585	736	1201	879	52	68	71	70	6623	1743	567	994	48	8	0	2	0	1522	1152	1526	566	571	450	408	207	75	2578	1442	949	647	209	32	27	11	3	2323	1375	1680	1617	83	11	12	2	15	3010	1108	1823	201	1674	1566	2340	59770	1436	1832	761	1454	1229	939	4789	5324	0	1818	2886	2074	1284	2754	159	27	12	5	12	1857	1442	1358	1987	7	4	135	0	17	1241	1455	439	1088	742	53	56	16	2
ASV_00038	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00039	6	6	5	0	3	3	0	0	0	0	0	0	22	0	0	0	0	0	0	2	0	47	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	7	4	4	0	0	0	0	0	0	12	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	5	7	1	0	0	0	0	0	0	1	4	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
ASV_00040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00041	1719	1263	1433	4553	5479	647	32	8	4	0	13	5	14325	3345	5774	2323	12	0	0	4	6	15196	4809	552	23	9	9	16	3	14	15120	3125	285	175	229	256	0	0	2	3190	3370	4652	1285	13	4	5	10	3	4692	2512	232	32	37	66	60	67	25	3018	2601	2119	154	172	178	22	2	0	4675	2498	3030	70	220	131	62	501	15	3742	2623	2079	733	65	134	117	5	8	3560	4637	1470	112	100	105	83	6	48	3471	3275	1318	139	70	8	4	0	1	2527	5266	735	70	128	225	401	206	61
ASV_00042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00043	72	85	50	201	192	79	0	6	8	3	7	0	560	94	167	25	0	0	0	0	2	1063	288	157	26	0	7	20	0	0	1370	312	546	73	62	5	0	0	0	126	136	203	63	0	4	0	0	0	239	270	258	23	60	46	11	0	0	226	211	641	35	23	14	0	0	0	153	83	269	12	25	0	0	40	0	167	118	146	110	7	3	4	0	0	375	171	157	0	0	0	0	0	0	232	205	250	9	11	22	0	0	0	118	357	152	14	0	3	0	0	0
ASV_00044	8584	6647	6717	5717	2705	655	128	16	0	1	2	0	7622	1106	813	88	14	297	203	91	14	17972	3730	575	388	29	1	2	0	0	12501	3991	141	9	0	0	0	0	3	3528	1647	1188	122	66	29	33	15	6	6992	2903	184	0	0	1	0	0	0	4379	1561	443	0	0	0	1	0	0	4485	1608	1385	34	18	0	0	0	0	3121	1785	598	240	19	5	2	6	3	7177	2405	673	160	13	3	1	0	0	6782	3076	481	17	0	0	0	0	0	4941	5337	443	102	2	9	0	0	0
ASV_00045	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	13	78	20	0	0	2	0	0	0	0	2	0	7	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00046	17	24	16	42	22	5	18	3	7	7	21	22	58	5	4	1	0	1	1	0	0	99	13	0	3	0	0	0	0	0	73	6	6	5	0	0	0	0	0	28	9	0	3	3	0	0	0	0	42	16	3	0	0	0	0	0	0	40	12	3	0	0	0	0	0	0	29	7	1	0	0	0	0	0	0	18	15	0	0	1	2	4	0	0	36	12	0	10	7	0	0	0	0	19	22	10	0	1	0	0	0	0	24	29	5	0	3	0	0	1	0
ASV_00047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00048	29	2	10	0	38	569	6393	8999	5099	4161	3136	3517	47	9	47	189	2375	2636	5911	4214	5195	43	28	120	1635	2663	1046	772	366	829	2	1	34	31	0	9	0	81	0	23	11	27	90	923	1369	516	510	187	24	16	0	40	140	143	240	2509	6302	0	0	14	51	0	6	158	30	6	11	0	0	0	44	169	204	24363	764	23	28	0	7	8	72	146	1	82	21	7	816	3531	5456	5317	1520	0	108	9	0	13	149	329	407	464	0	2	4	10	39	208	186	601	1512	2261	9228
ASV_00049	0	0	0	0	0	5	0	0	0	5	0	0	14	1	2	9	40	32	200	384	237	0	0	0	0	0	0	45	9	26	0	0	0	0	0	0	0	0	0	5	0	0	2	0	7	1	12	10	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11	4	109	709	1586	113192	4324	0	0	0	8	22	465	1977	0	3219	0	0	0	0	0	0	21	0	0	0	0	0	0	0	25	1264	0	222	0	0	0	0	2	0	22	93	37
ASV_00050	1848	1276	1585	3470	2654	1467	6169	1270	109	91	75	86	9403	1415	1744	1209	1877	911	1493	1142	598	10236	2089	1023	481	127	3	32	24	26	2389	1581	321	214	0	0	0	0	0	2719	873	1393	472	313	107	88	28	10	4403	922	436	76	15	0	3	2	0	3900	1605	882	80	0	0	0	0	0	5563	1068	1381	158	905	663	486	7473	85	3114	1767	1149	1120	389	1456	1276	5	172	4388	2256	1794	2069	16	0	7	1	0	3278	1466	1230	568	0	18	26	0	0	1747	1670	667	342	129	7	3	0	0
ASV_00051	151	114	123	436	417	200	2	0	0	0	0	0	408	109	758	1616	3705	716	136	27	9	606	234	585	243	5	0	0	0	0	468	505	1655	19	0	0	0	0	0	274	190	1263	1986	6940	3345	785	192	37	315	353	868	477	65	0	3	0	0	292	230	880	0	0	0	0	2	0	303	169	779	230	4347	5042	3849	59645	823	232	106	648	1141	1656	2999	2424	1	260	553	366	9	0	1	0	0	0	0	321	309	1067	433	43	19	145	0	38	114	271	623	107	4	0	4	0	0
ASV_00052	7414	5326	5549	3834	922	85	5	0	0	0	2	0	7419	390	447	129	188	2577	1591	4251	1881	12635	672	288	351	1493	216	630	404	14	6663	713	255	315	0	0	0	0	0	3376	909	1059	393	289	648	2779	1322	1151	1817	383	247	202	257	319	112	253	146	3244	512	405	131	3	1	4	0	4	1640	728	544	41	188	63	444	2039	407	2158	296	423	281	408	262	152	6	411	4764	1215	139	18	0	4	0	0	0	3030	743	620	394	654	354	1140	0	7616	2002	907	127	271	211	73	0	11	0
ASV_00053	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	16	51	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00054	7039	6140	7943	3792	2510	1012	1121	125	22	3	0	0	8966	624	905	211	263	1385	645	963	526	9064	590	438	431	704	125	302	158	27	8582	953	1138	2874	362	48	2	4	0	3239	810	1019	282	174	160	359	142	70	1200	547	247	142	152	123	145	456	496	2505	717	960	205	23	14	9	5	0	2433	859	888	70	241	74	198	643	59	2646	344	677	482	452	275	230	4	93	6497	1520	275	111	10	3	0	5	0	2799	1392	1881	906	383	114	134	0	924	5782	1131	389	757	238	65	59	0	0
ASV_00055	220	188	6103	7014	0	4	0	3	0	7	0	0	50046	10	13	0	0	0	0	42	0	75	3	0	1811	0	5	1156	0	0	20730	3	35	0	4	0	0	0	0	7506	0	2	5	0	0	0	0	0	19234	4	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	1195	5	0	0	0	4	0	9	0	186	4	0	0	0	0	0	0	0	92	14	0	6	0	874	0	6	0	102	1	0	0	18	0	0	0	0	40	98	4	0	1	0	0	0	0
ASV_00056	6174	4788	3620	8810	1633	437	223	173	68	107	49	13	10749	690	400	60	81	220	129	177	121	10824	1052	302	197	225	108	91	116	14	10480	406	119	120	76	9	0	2	2	4046	1334	722	61	58	194	92	112	84	5412	426	72	15	55	19	44	73	13	5230	374	128	39	18	9	22	3	0	6596	697	211	0	24	16	53	975	37	4106	432	142	28	39	46	31	0	30	7083	1487	253	246	195	148	77	0	56	4795	403	143	126	24	0	24	0	27	2904	1071	242	134	176	38	67	12	12
ASV_00057	836	678	710	439	104	49	0	7	0	0	9	0	799	82	94	68	123	631	1113	1089	535	1206	194	266	350	500	267	494	76	40	1449	426	293	494	11	0	0	0	0	388	131	163	206	480	729	3136	3180	2170	487	241	481	1131	431	520	244	346	107	632	295	850	560	0	0	5	3	0	489	141	202	47	281	258	1101	40701	3802	303	90	78	267	415	1197	1963	6	2511	636	226	9	0	0	0	0	0	0	553	217	613	1774	1535	2085	9630	0	4076	316	341	358	584	15	13	71	39	19
ASV_00058	2115	3127	2616	1986	661	765	1022	1195	608	578	51	0	4683	481	957	267	314	1248	1859	1371	1127	6649	607	924	1838	1572	608	431	294	211	5014	674	591	766	137	24	0	0	0	1641	547	1141	597	173	517	1024	928	694	1628	640	341	296	310	214	75	465	286	1306	615	909	625	139	23	25	0	0	1922	575	756	129	677	76	1269	4058	896	1534	493	664	510	386	356	1075	0	878	3738	1013	352	814	525	215	77	3	280	2322	540	546	944	994	141	215	0	5100	1083	968	628	1019	478	136	322	310	577
ASV_00059	0	0	0	0	0	0	0	0	0	0	4	0	3	2	0	0	0	0	0	0	0	1	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ASV_00060	21	77326	0	18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	15174	0	0	0	0	0	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00061	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00063	1023	1101	670	1120	1113	484	1542	641	236	410	745	982	4613	561	410	275	522	168	352	317	288	6439	1047	221	196	95	7	23	6	19	1753	1423	568	439	246	110	0	28	100	853	620	388	149	177	31	26	24	15	1894	1460	487	129	54	9	11	11	3	1672	1207	724	482	89	85	40	69	126	1841	715	748	77	636	756	344	11134	149	1575	566	697	533	164	822	727	0	148	1392	1216	324	308	86	53	34	0	13	1360	1218	715	462	4	25	175	0	8	822	1147	362	248	135	44	42	4	7
ASV_00064	2873	941	108	35	0	2	2	566	0	25	178	525	14969	2661	106	0	113	4	0	39	458	3151	0	0	5	53	121	6	7669	1474	27	6	14	2	8	1457	0	0	0	53	134	7	2	1529	5	0	108	0	1951	25	1523	514	4	26	967	85	108	10282	5	0	0	426	284	116	1045	93	33	0	0	0	0	0	82	0	19	5548	0	0	0	0	10	12	0	0	24	4611	0	73	0	343	27	0	431	1342	0	0	0	5	1108	10101	0	685	225	10	0	0	523	554	40	3888	1865
ASV_00065	13	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	32	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00066	5	4	0	11	3	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	22	4	2	1	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
ASV_00067	66	10	3	19	0	10	51	129	487	1606	3996	5268	49	7	8	0	0	0	9	16	7	18	6	5	0	0	0	11	3	34	113	19	2	0	0	0	0	0	0	0	0	0	4	0	3	12	22	23	29	0	0	0	0	0	6	8	0	42	2	12	2	0	1	8	7	0	28	10	5	0	0	0	5	16	0	31	4	4	3	1	4	0	0	0	29	11	2	3	12	240	269	0	567	33	0	7	11	0	0	26	0	0	14	0	0	2	0	0	0	0	0
ASV_00068	397	306	225	850	543	457	8	9	12	11	0	0	1792	161	242	86	17	47	14	11	3	1976	246	201	357	326	126	220	131	50	1412	220	103	342	635	494	1	2432	6699	409	253	220	43	30	23	17	74	52	624	268	46	53	476	1165	1451	4183	1230	669	214	316	290	1032	2902	8653	10384	15904	915	188	149	3	15	11	57	854	115	684	131	86	17	7	22	33	3	55	809	455	264	4	12	38	42	0	50	542	275	242	490	1098	987	1698	0	7	439	398	228	417	130	161	239	145	200
ASV_00069	924	754	657	1123	1289	1075	41	22	15	57	77	128	2218	404	1265	2386	1588	49	46	6	10	2970	1118	2089	171	25	2	0	4	27	2899	2203	3875	59	12	11	0	0	0	596	600	2281	3743	4002	230	46	19	7	1091	1641	2399	114	17	11	20	12	0	1464	1493	3932	151	17	7	61	14	85	1041	465	1607	421	4044	1211	137	1523	56	793	989	1011	2276	1567	444	195	0	12	1523	815	493	53	29	47	27	0	0	1315	1138	2694	67	3	0	36	0	4	686	1654	1553	39	17	4	9	0	0
ASV_00070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00071	3374	2750	2418	3821	1285	111	0	0	0	0	0	0	1745	76	839	3442	843	317	1137	2997	2087	983	26	125	2349	2299	106	12	14	6	1385	11	3	3	3	0	0	0	0	811	125	1126	6988	856	213	467	1788	2434	574	15	166	86	12	0	0	5	0	439	6	440	10	0	0	0	0	0	784	47	193	741	7363	1030	221	1429	43	514	35	295	4108	3445	333	63	3	24	884	90	2	0	27	0	0	0	0	310	7	414	1415	63	0	0	0	0	145	15	123	708	478	763	1494	34	17
ASV_00072	272	202	103	447	200	138	13	51	46	30	0	0	722	82	235	91	74	207	191	272	184	1018	213	222	509	450	115	103	94	55	1199	423	778	714	203	47	0	174	30	165	164	377	236	486	630	850	2110	1077	347	367	576	240	399	260	112	169	69	363	189	648	500	149	56	75	11	0	375	110	344	26	642	443	1741	31449	1396	228	72	149	368	336	864	1955	0	2095	489	239	53	5	29	81	72	0	0	442	191	644	1174	917	132	60	1	82	176	378	493	754	88	0	0	0	0
ASV_00073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00074	437	358	334	1634	826	2327	2	0	0	0	0	0	3290	595	1287	6091	1108	20	4	2	0	2967	587	3937	73	3	0	0	0	0	5863	1670	106	0	0	0	0	0	0	930	936	1627	3245	1555	86	10	0	0	1892	745	113	5	0	0	0	0	0	1877	743	1834	1	0	0	0	0	0	2170	828	1933	33	119	0	0	0	0	1279	219	1481	564	103	14	0	0	1	2050	1590	1264	7	0	3	0	0	0	1348	801	1312	21	0	0	0	0	0	787	716	3699	17	1	0	4	0	4
ASV_00075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00076	21	0	220	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	36	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00077	0	0	0	0	0	0	0	0	0	29	9	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_00078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00079	92	107	71	49	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	21193	0	0	0	0	0	0	0	0	32	2	2	547	0	0	0	0	0	1645	1	0	0	0	0	1	0	0	40	0	0	0	0	0	0	0	0	3	2	0	0	0	1	0	0	0	19	0	0	0	0	0	0	0	0	17	0	0	0	1	0	0	0	0	45	0	0	6	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_00080	0	0	0	0	0	0	5	12	0	24	120	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	8	0	0	8	16	12	70	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	31	26	158	303	214	0	0	16	24	37	236	0	9	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	20	53	35	0	79	0	0	0	8	32	297	841	0	163	0	5	0	0	0	11	0	7	0
ASV_00081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
